token,pos,lemma,aspect,tense,verbForm,voice,mood,number,person,case,gender
quot,pron,quot,,,,,,,,,
putas,v,puto,imperf,praes,finite,active,ind,sg,2,,
illum,pron,ille,,,,,,sg,,acc,m
annos,n,annus,,,,,,pl,,acc,m
secum,pron,se,,,,,,sg,,abl,m
tulisse,v,toleo,perf,past,infinitive,active,,,,,
septuaginta,num,septuaginta,,,,,,,,,
supra,adv,supra,,,,,,,,,
corneolus,adi,corneolus,,,,,,sg,,nom,m
fuit,aux,sum,perf,past,finite,active,ind,sg,3,,
aetatem,n,aetas,,,,,,sg,,acc,f
bene,adv,bene,,,,,,,,,
ferebat,v,fero,imperf,past,finite,active,ind,sg,3,,
niger,n,niger,,,,,,sg,,nom,m
tanquam,adv,tamquam,,,,,,,,,
corvus,n,corvus,,,,,,sg,,nom,m
noveram,v,noveram,imperf,past,finite,active,ind,sg,1,,
hominem,n,homo,,,,,,sg,,acc,m
olim,adv,olim,,,,,,,,,
oliorum,n,olium,,,,,,pl,,gen,n
adhuc,adv,adhuc,,,,,,,,,
salax,adi,salax,,,,,,sg,,nom,m
erat,aux,sum,imperf,past,finite,active,ind,sg,3,,
mehercules,n,mehercules,,,,,,pl,,nom,m
illum,pron,ille,,,,,,sg,,acc,m
puto,v,puto,imperf,praes,finite,active,ind,sg,1,,
domo,n,domus,,,,,,sg,,abl,f
canem,n,canis,,,,,,sg,,acc,m
reliquisse,v,relinquo,perf,past,infinitive,active,,,,,
immo,adv,immo,,,,,,,,,
puellarius,adv,puellare,,,,,,,,,
erat,aux,sum,imperf,past,finite,active,ind,sg,3,,
omnis,adi,omnis,,,,,,sg,,nom,f
minervae,n,minervae,,,,,,sg,,gen,m
homo,n,homo,,,,,,sg,,nom,m
improbo,n,improbum,,,,,,sg,,dat,m
hoc,pron,hic,,,,,,sg,,acc,n
solum,adv,solum,,,,,,,,,
secum,pron,se,,,,,,sg,,abl,m
tulit,v,fero,perf,past,finite,active,ind,sg,3,,
haec,pron,hic,,,,,,pl,,acc,n
phileros,n,philer,,,,,,sg,,nom,m
dixit,v,dico,perf,past,finite,active,ind,sg,3,,
illa,pron,ille,,,,,,pl,,acc,n
ganymedes,n,ganymedes,,,,,,sg,,nom,m
narrat,v,narro,imperf,praes,finite,active,ind,sg,3,,
is,pron,is,,,,,,sg,,nom,m
quod,adv,quod,,,,,,,,,
ad,adp,ad,,,,,,,,,
terram,n,terra,,,,,,sg,,acc,f
pertinet,v,pertineo,imperf,praes,finite,active,ind,sg,3,,
nemo,pron,nemo,,,,,,sg,,nom,m
curat,v,curo,imperf,praes,finite,active,ind,sg,3,,
quid,pron,quis,,,,,,sg,,acc,n
annona,n,annona,,,,,,sg,,nom,f
mordet,v,mordo,imperf,praes,finite,active,ind,sg,3,,
mehercules,v,meherculo,imperf,praes,finite,active,ind,pl,2,,
hodie,adv,hodie,,,,,,,,,
buccam,adi,buccus,,,,,,sg,,acc,m
panis,n,panis,,,,,,sg,,gen,m
invenire,v,invenio,imperf,praes,infinitive,active,,,,,
potui,v,possum,perf,past,finite,active,ind,sg,1,,
quomodo,adv,quomodo,,,,,,,,,
siccitas,n,siccitas,,,,,,sg,,nom,f
perseverat,v,perseverat,perf,pluperfect,finite,active,ind,sg,3,,
annum,adi,annus,,,,,,sg,,acc,m
esuritio,n,esuritio,,,,,,sg,,nom,f
fuit,aux,sum,perf,past,finite,active,ind,sg,3,,
aediles,adi,aedilis,,,,,,pl,,acc,m
male,adv,male,,,,,,,,,
eveniat,v,evenio,imperf,praes,finite,active,coni,sg,3,,
qui,pron,qui,,,,,,pl,,nom,m
pistoribus,n,pistor,,,,,,pl,,dat,m
colludunt,v,colludo,imperf,praes,finite,active,ind,pl,3,,
serva,n,serva,,,,,,sg,,nom,f
me,pron,ego,,,,,,sg,,acc,m
servabo,v,servabo,imperf,fut,finite,active,ind,sg,1,,
te,pron,tu,,,,,,sg,,acc,m
itaque,adv,itaque,,,,,,,,,
populus,n,populus,,,,,,sg,,nom,m
minutus,v,misto,perf,past,participle,passive,,sg,,nom,m
laborat,v,laboro,imperf,praes,finite,active,ind,sg,3,,
isti,pron,iste,,,,,,pl,,nom,m
maiores,adi,magnus,,,,,,pl,,acc,m
maxillae,n,maxilla,,,,,,pl,,nom,f
semper,adv,semper,,,,,,,,,
saturnalia,adi,saturnalis,,,,,,pl,,acc,n
agunt,v,ago,imperf,praes,finite,active,ind,pl,3,,
o,unknown_by_cltk,o,,,,,,,,,
haberemus,v,habeo,imperf,past,finite,active,coni,pl,1,,
illos,pron,ille,,,,,,pl,,acc,m
leones,n,leo,,,,,,pl,,acc,m
quos,pron,qui,,,,,,pl,,acc,m
inveni,v,invenio,perf,past,finite,active,ind,sg,1,,
primum,adi,primus,,,,,,sg,,acc,n
asia,n,asius,,,,,,sg,,abl,f
veni,v,venio,imperf,praes,finite,active,ind,sg,2,,
illud,pron,ille,,,,,,sg,,acc,n
erat,aux,sum,imperf,past,finite,active,ind,sg,3,,
vivere,v,vivere,imperf,praes,infinitive,active,,,,,
larvas,n,larvas,,,,,,pl,,acc,m
istos,pron,iste,,,,,,pl,,acc,m
percolopabant,v,percolopo,imperf,past,finite,active,ind,pl,3,,
illis,pron,ille,,,,,,pl,,dat,m
iuppiter,adv,iuppiter,,,,,,,,,
iratus,v,irascor,perf,past,participle,passive,,sg,,nom,m
esset,aux,sum,imperf,past,finite,active,coni,sg,3,,
memini,v,memini,perf,past,finite,active,ind,sg,1,,
safinium,n,safinium,,,,,,pl,,gen,m
tunc,adv,tunc,,,,,,,,,
habitabat,v,habito,imperf,past,finite,active,ind,sg,3,,
ad,adp,ad,,,,,,,,,
arcum,n,arcus,,,,,,sg,,acc,m
veterem,adi,veterem,,,,,,sg,,acc,f
me,pron,ego,,,,,,sg,,acc,m
puero,n,puer,,,,,,sg,,abl,m
piper,n,piper,,,,,,sg,,acc,n
homo,n,homo,,,,,,sg,,nom,m
is,pron,is,,,,,,sg,,nom,m
quacunque,pron,quicumque,,,,,,sg,,abl,n
ibat,v,eo,imperf,past,finite,active,ind,sg,3,,
terram,n,terra,,,,,,sg,,acc,f
adurebat,v,aduro,imperf,past,finite,active,ind,sg,3,,
rectus,v,rego,perf,past,participle,passive,,sg,,nom,m
certus,adi,certus,,,,,,sg,,nom,m
amicus,adi,amicus,,,,,,sg,,nom,m
amico,n,amicus,,,,,,sg,,dat,m
audacter,adv,audacter,,,,,,,,,
posses,v,possum,perf,past,finite,active,ind,sg,1,,
in,adp,in,,,,,,,,,
tenebris,n,tenebra,,,,,,pl,,abl,f
micare,v,mico,imperf,praes,infinitive,active,,,,,
in,adp,in,,,,,,,,,
curia,n,curia,,,,,,sg,,abl,f
quomodo,adv,quomodo,,,,,,,,,
singulos,adi,singulus,,,,,,pl,,acc,m
pilabat,v,pilo,imperf,past,finite,active,ind,sg,3,,
schemas,n,schema,,,,,,pl,,acc,f
loquebatur,v,loquor,imperf,past,finite,passive,ind,sg,3,,
directum,v,dirigo,perf,past,participle,passive,,sg,,acc,n
ageret,v,ago,imperf,past,finite,active,coni,sg,3,,
porro,adv,porro,,,,,,,,,
in,adp,in,,,,,,,,,
foro,n,forum,,,,,,sg,,abl,n
illius,pron,ille,,,,,,sg,,gen,m
vox,n,vox,,,,,,sg,,nom,f
crescebat,v,cresco,imperf,past,finite,active,ind,sg,3,,
tanquam,adv,tamquam,,,,,,,,,
tuba,n,tuba,,,,,,sg,,nom,f
sudavit,v,sudo,imperf,past,finite,active,ind,sg,3,,
unquam,adv,umquam,,,,,,,,,
expuit,v,exsum,imperf,praes,finite,active,ind,sg,3,,
puto,v,puto,imperf,praes,finite,active,ind,sg,1,,
nescio,v,nescio,imperf,praes,finite,active,ind,sg,1,,
quid,pron,quis,,,,,,sg,,acc,n
asiadis,n,asiadus,,,,,,sg,,nom,m
habuisse,v,habeo,perf,past,infinitive,active,,,,,
quam,adv,quam,,,,,,,,,
benignus,adi,benignus,,,,,,sg,,nom,m
resalutare,v,resaluto,imperf,praes,infinitive,active,,,,,
nomina,n,nomen,,,,,,pl,,acc,n
omnium,pron,omnis,,,,,,pl,,gen,n
reddere,v,reddo,imperf,praes,infinitive,active,,,,,
tanquam,adv,tamquam,,,,,,,,,
de,adp,de,,,,,,,,,
nobis,pron,nos,,,,,,pl,,abl,m
itaque,adv,itaque,,,,,,,,,
illo,pron,ille,,,,,,sg,,abl,n
tempore,n,tempus,,,,,,sg,,abl,n
annona,n,annona,,,,,,sg,,nom,f
luto,n,luto,,,,,,sg,,abl,n
erat,aux,sum,imperf,past,finite,active,ind,sg,3,,
asse,adi,as,,,,,,sg,,abl,m
panem,n,panis,,,,,,sg,,acc,m
quem,pron,qui,,,,,,sg,,acc,m
emisses,v,emitto,imperf,praes,finite,active,ind,pl,2,,
potuisses,v,possum,perf,past,finite,active,ind,sg,2,,
altero,pron,alter,,,,,,sg,,abl,m
devorare,v,devorare,imperf,praes,infinitive,active,,,,,
nunc,adv,nunc,,,,,,,,,
oculum,n,oculus,,,,,,sg,,acc,m
bublum,unknown_by_cltk,bublum,,,,,,,,,
vidi,v,vidi,perf,past,finite,active,ind,sg,1,,
maiorem,adi,magnus,,,,,,sg,,acc,f
heu,n,hic,,,,,,sg,,nom,m
heu,inter,heu,,,,,,,,,
quotidie,adv,cottidie,,,,,,,,,
peius,adv,malus,,,,,,,,,
haec,pron,hic,,,,,,sg,,nom,f
colonia,n,colonia,,,,,,sg,,nom,f
retroversus,v,retroversus,perf,past,participle,passive,,sg,,nom,m
crescit,v,cresco,imperf,praes,finite,active,ind,sg,3,,
tanquam,adv,tamquam,,,,,,,,,
coda,n,coda,,,,,,sg,,abl,f
vituli,n,vituli,,,,,,sg,,gen,m
habemus,v,habeo,imperf,praes,finite,active,ind,pl,1,,
aedilem,adi,aedilis,,,,,,sg,,acc,m
trium,num,tres,,,,,,pl,,gen,f
cauniarum,n,caunia,,,,,,pl,,gen,f
qui,pron,qui,,,,,,sg,,nom,m
sibi,pron,se,,,,,,sg,,dat,m
mavult,v,mavult,imperf,praes,finite,active,ind,sg,3,,
assem,n,as,,,,,,sg,,acc,f
quam,adv,quam,,,,,,,,,
vitam,n,vitam,,,,,,sg,,acc,f
nostram,adi,noster,,,,,,sg psor,psor,acc,f
itaque,adv,itaque,,,,,,,,,
domi,n,domus,,,,,,sg,,nom,f
gaudet,v,gaudeo,imperf,praes,finite,active,ind,sg,3,,
plus,adv,plus,,,,,,,,,
in,adp,in,,,,,,,,,
die,n,dies,,,,,,sg,,abl,f
nummorum,n,nummus,,,,,,pl,,gen,m
accipit,v,accipio,imperf,praes,finite,active,ind,sg,3,,
quam,pron,qui,,,,,,sg,,acc,f
alter,pron,alter,,,,,,sg,,nom,m
patrimonium,n,patrimonium,,,,,,sg,,acc,n
habet,v,habeo,imperf,praes,finite,active,ind,sg,3,,
scio,v,scio,imperf,praes,finite,active,ind,sg,1,,
unde,adv,unde,,,,,,,,,
acceperit,v,accipio,perf,fut,finite,active,coni,sg,3,,
denarios,adi,denarius,,,,,,pl,,acc,m
mille,num,mille,,,,,,,,,
aureos,n,aureum,,,,,,pl,,acc,f
coleos,n,coleus,,,,,,pl,,gen,m
haberemus,v,habeo,imperf,past,finite,active,coni,pl,1,,
tantum,adv,tantum,,,,,,,,,
sibi,pron,se,,,,,,sg,,dat,m
placeret,v,placeo,imperf,past,finite,active,coni,sg,3,,
nunc,adv,nunc,,,,,,,,,
populus,n,populus,,,,,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
domi,n,domus,,,,,,sg,,acc,f
leones,n,leo,,,,,,pl,,acc,m
foras,n,foras,,,,,,sg,,acc,m
vulpes,n,vulpes,,,,,,sg,,nom,m
quod,adv,quod,,,,,,,,,
ad,adp,ad,,,,,,,,,
me,pron,ego,,,,,,sg,,acc,m
attinet,v,attineo,imperf,praes,finite,active,ind,sg,3,,
pannos,n,panna,,,,,,pl,,acc,m
meos,adi,meus,,,,,,pl psor,psor,acc,m
comedi,v,comedo,perf,past,finite,active,ind,sg,1,,
perseverat,v,perseverat,perf,pluperfect,finite,active,ind,sg,3,,
haec,pron,hic,,,,,,sg,,acc,f
annona,n,annona,,,,,,sg,,nom,f
casulas,n,casula,,,,,,pl,,acc,f
meas,adi,meus,,,,,,pl psor,psor,acc,f
vendam,v,vendam,imperf,fut,finite,active,ind,sg,1,,
quid,pron,quis,,,,,,sg,,acc,n
futurum,adi,futurus,,,,,,sg,,acc,n
est,aux,sum,,praes,finite,active,ind,sg,3,,
dii,n,deus,,,,,,pl,,nom,m
homines,n,homo,,,,,,pl,,nom,m
eius,pron,is,,,,,,sg,,gen,m
coloniae,n,colonia,,,,,,pl,,nom,f
miserentur,v,misereor,imperf,past,finite,passive,coni,pl,3,,
meos,adi,meus,,,,,,pl psor,psor,acc,m
fruniscar,n,fruniscar,,,,,,sg,,gen,f
puto,v,puto,imperf,praes,finite,active,ind,sg,1,,
omnia,pron,omnis,,,,,,pl,,acc,n
illa,pron,ille,,,,,,pl,,acc,n
a,adp,ab,,,,,,,,,
diibus,pron,dius,,,,,,pl,,abl,m
fieri,v,facio,imperf,praes,infinitive,passive,,,,,
nemo,pron,nemo,,,,,,sg,,nom,m
caelum,n,caelum,,,,,,sg,,acc,n
caelum,n,caelum,,,,,,sg,,acc,n
putat,v,puto,imperf,praes,finite,active,ind,sg,3,,
nemo,pron,nemo,,,,,,sg,,nom,m
ieiunium,n,ieiunium,,,,,,sg,,acc,n
servat,v,servat,imperf,praes,finite,active,ind,sg,3,,
nemo,pron,nemo,,,,,,sg,,nom,m
iovem,n,iovem,,,,,,sg,,acc,m
pili,n,pilum,,,,,,sg,,gen,m
facit,v,facio,imperf,praes,finite,active,ind,sg,3,,
omnes,adi,omnis,,,,,,pl,,acc,m
opertis,n,opus,,,,,,pl,,acc,m
oculis,n,oculus,,,,,,pl,,abl,m
bona,n,bonum,,,,,,pl,,acc,n
sua,adi,suus,,,,,,pl,psor,acc,n
computant,v,computo,imperf,praes,finite,active,ind,pl,3,,
antea,adv,antea,,,,,,,,,
stolatae,v,stofero,perf,past,participle,passive,,pl,,nom,f
ibant,v,eo,imperf,past,finite,active,ind,pl,3,,
nudis,adi,nudus,,,,,,pl,,abl,m
pedibus,n,pes,,,,,,pl,,abl,m
in,adp,in,,,,,,,,,
clivum,n,clivum,,,,,,sg,,acc,m
passis,v,patior,perf,past,participle,passive,,pl,,abl,m
capillis,n,capilla,,,,,,pl,,abl,m
mentibus,n,mens,,,,,,pl,,abl,f
puris,adi,purus,,,,,,pl,,abl,f
iovem,n,iovem,,,,,,sg,,acc,m
aquam,n,aqua,,,,,,sg,,acc,f
exrabant,v,exro,imperf,past,finite,active,ind,pl,3,,
itaque,adv,itaque,,,,,,,,,
statim,adv,statim,,,,,,,,,
urceatim,v,urceo,imperf,praes,finite,active,imperative,pl,2,,
plovebat,v,plovebat,imperf,past,finite,active,ind,sg,3,,
tunc,adv,tunc,,,,,,,,,
nunquam,adv,numquam,,,,,,,,,
omnes,pron,omnis,,,,,,pl,,nom,m
ridebant,v,rideo,imperf,past,finite,active,ind,pl,3,,
udi,adi,udus,,,,,,pl,,nom,m
tanquam,adv,tamquam,,,,,,,,,
mures,n,mus,,,,,,pl,,nom,m
itaque,adv,itaque,,,,,,,,,
dii,n,deus,,,,,,pl,,nom,m
pedes,n,pes,,,,,,pl,,nom,m
lanatos,v,lano,perf,past,participle,passive,,pl,,acc,m
habent,v,habeo,imperf,praes,finite,active,ind,pl,3,,
quia,adv,quia,,,,,,,,,
religiosi,adi,religiosus,,,,,,pl,,nom,m
sumus,aux,sum,,praes,finite,active,ind,pl,1,,
agri,n,ager,,,,,,pl,,nom,m
iacent,v,iaceo,imperf,praes,finite,active,ind,pl,3,,
eiusmodi,adv,eiusmodi,,,,,,,,,
tabulae,n,tabula,,,,,,pl,,nom,f
vibrabant,v,vibrabant,imperf,past,finite,active,ind,pl,3,,
trimalchio,n,trimalchio,,,,,,sg,,acc,m
intravit,v,intro,perf,past,finite,active,ind,sg,3,,
detersa,n,detersa,,,,,,sg,,abl,f
fronte,n,frons,,,,,,sg,,abl,f
unguento,n,unguentum,,,,,,sg,,abl,n
manus,n,manus,,,,,,sg,,acc,f
lavit,v,lavit,imperf,praes,finite,active,ind,sg,3,,
spatioque,n,spatio,,,,,,sg,,abl,n
minimo,adi,paruus,,,,,,sg,,abl,n
interposito,v,interpono,perf,past,participle,passive,,sg,,abl,m
ignoscite,v,ignosco,imperf,praes,finite,active,imperative,pl,2,,
mihi,pron,ego,,,,,,sg,,dat,m
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
amici,n,amicus,,,,,,pl,,nom,m
multis,adi,multus,,,,,,pl,,dat,m
diebus,n,dies,,,,,,pl,,abl,m
venter,n,venter,,,,,,sg,,nom,m
mihi,pron,ego,,,,,,sg,,dat,m
respondit,v,respondeo,perf,past,finite,active,ind,sg,3,,
medici,n,medicus,,,,,,pl,,nom,m
se,pron,se,,,,,,pl,,acc,m
inveniunt,v,invenio,imperf,praes,finite,active,ind,pl,3,,
profuit,v,prosum,perf,past,finite,active,ind,sg,3,,
mihi,pron,ego,,,,,,sg,,dat,m
maleicorium,adi,maleicorius,,,,,,sg,,acc,n
taeda,n,taedus,,,,,,sg,,abl,f
aceto,n,acetus,,,,,,sg,,abl,n
spero,v,spero,imperf,praes,finite,active,ind,sg,1,,
veterem,adi,veterem,,,,,,sg,,acc,f
pudorem,n,pudor,,,,,,sg,,acc,m
sibi,pron,se,,,,,,sg,,dat,m
imponet,v,impono,imperf,fut,finite,active,ind,sg,3,,
alioquin,adv,alioqui,,,,,,,,,
circa,adp,circa,,,,,,,,,
stomachum,n,stomachus,,,,,,sg,,acc,n
mihi,pron,ego,,,,,,sg,,dat,m
sonat,v,sono,imperf,praes,finite,active,ind,sg,3,,
putes,v,peto,imperf,praes,finite,active,ind,sg,2,,
taurum,n,tauer,,,,,,sg,,acc,m
itaque,adv,itaque,,,,,,,,,
quis,pron,quis,,,,,,sg,,nom,m
vestrum,adi,vestrum,,,,,,sg psor,psor,acc,m
voluerit,v,voluerit,perf,past,finite,active,coni,sg,3,,
sua,adi,suus,,,,,,sg,psor,abl,f
re,n,res,,,,,,sg,,abl,f
causa,n,causa,,,,,,sg,,abl,f
facere,v,facio,imperf,praes,infinitive,active,,,,,
est,aux,sum,,praes,finite,active,ind,sg,3,,
quod,adv,quod,,,,,,,,,
illum,pron,ille,,,,,,sg,,acc,m
pudeatur,v,pudeo,imperf,praes,finite,passive,coni,sg,3,,
nemo,pron,nemo,,,,,,sg,,nom,m
nostrum,adi,noster,,,,,,sg psor,psor,nom,n
solide,n,sol,,,,,,sg,,abl,m
natus,v,nascor,perf,past,participle,passive,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
nullum,pron,nullus,,,,,,sg,,acc,n
puto,v,puto,imperf,praes,finite,active,ind,sg,1,,
magnum,adi,magnus,,,,,,sg,,acc,n
tormentum,n,tormentum,,,,,,sg,,acc,n
esse,aux,sum,,praes,infinitive,active,,,,,
quam,adv,quam,,,,,,,,,
continere,v,contineo,imperf,praes,infinitive,active,,,,,
hoc,pron,hic,,,,,,sg,,acc,n
solum,adv,solum,,,,,,,,,
vetare,v,vetare,imperf,praes,infinitive,active,,,,,
iovis,n,iovis,,,,,,sg,,gen,m
potest,v,possum,imperf,praes,finite,active,ind,sg,3,,
rides,v,rideo,imperf,praes,finite,active,ind,sg,2,,
fortunata,v,fortuno,perf,past,participle,passive,,pl,,acc,n
quae,pron,qui,,,,,,pl,,acc,n
soles,v,soleo,imperf,praes,finite,active,ind,pl,2,,
me,pron,ego,,,,,,sg,,acc,m
nocte,n,nox,,,,,,sg,,abl,f
desomnem,n,desomn,,,,,,sg,,acc,f
facere,v,facio,imperf,praes,infinitive,active,,,,,
in,adp,in,,,,,,,,,
triclinio,n,triclinium,,,,,,sg,,abl,n
ullum,adi,ullus,,,,,,sg,,acc,n
vetuo,v,vetuo,imperf,praes,finite,active,ind,sg,3,,
facere,v,facio,imperf,praes,infinitive,active,,,,,
quod,pron,qui,,,,,,sg,,acc,n
se,pron,se,,,,,,sg,,acc,m
iuvet,v,iuvet,imperf,praes,finite,active,coni,sg,3,,
medici,n,medicus,,,,,,pl,,nom,m
vetant,v,vetant,imperf,praes,finite,active,ind,pl,3,,
continere,v,contineo,imperf,praes,infinitive,active,,,,,
vel,adv,vel,,,,,,,,,
quid,pron,quis,,,,,,sg,,acc,n
plus,adv,plus,,,,,,,,,
venit,v,venio,imperf,past,finite,active,ind,sg,3,,
omnia,pron,omnis,,,,,,pl,,acc,n
foras,adv,foras,,,,,,,,,
parata,v,paro,perf,past,participle,passive,,pl,,nom,n
sunt,aux,sum,,praes,finite,active,ind,pl,3,,
aqua,n,aqua,,,,,,sg,,abl,f
lasani,adi,lasanus,,,,,,sg,,gen,m
cetera,adi,ceterus,,,,,,pl,,acc,n
minutalia,adi,minutalis,,,,,,pl,,acc,n
credite,v,credo,imperf,praes,finite,active,imperative,pl,2,,
mihi,pron,ego,,,,,,sg,,dat,m
anathymiasis,n,anathymiasis,,,,,,pl,,acc,f
in,adp,in,,,,,,,,,
cerebrum,n,cerebra,,,,,,sg,,acc,n
it,v,eo,,,,,,,,,
in,adp,in,,,,,,,,,
toto,adi,totus,,,,,,sg,,abl,n
corpore,n,corpus,,,,,,sg,,abl,n
fluctum,n,fluctus,,,,,,sg,,acc,m
facit,v,facio,imperf,praes,finite,active,ind,sg,3,,
multos,adi,multus,,,,,,pl,,acc,m
scio,v,scio,imperf,praes,finite,active,ind,sg,1,,
periisse,v,pereo,perf,past,infinitive,active,,,,,
nolunt,v,nolo,imperf,praes,finite,active,ind,pl,3,,
sibi,pron,se,,,,,,sg,,dat,m
verum,pron,ego,,,,,,sg,,acc,n
dicere,v,dico,imperf,praes,infinitive,active,,,,,
gratias,n,gratia,,,,,,pl,,acc,f
agimus,v,ago,imperf,praes,finite,active,ind,pl,1,,
liberalitati,n,liberalitas,,,,,,sg,,dat,f
indulgentiaeque,n,indulgentia,,,,,,sg,,gen,f
eius,pron,is,,,,,,sg,,gen,m
subinde,adv,subinde,,,,,,,,,
castigamus,v,castigo,imperf,praes,finite,active,ind,pl,1,,
crebris,n,crebus,,,,,,pl,,abl,n
potiunculis,n,potiunculum,,,,,,pl,,abl,n
risum,n,risus,,,,,,sg,,acc,m
adhuc,adv,adhuc,,,,,,,,,
sciebamus,v,scio,imperf,past,finite,active,ind,pl,1,,
in,adp,in,,,,,,,,,
medio,adi,medius,,,,,,sg,,abl,n
lautitiarum,n,lautitia,,,,,,pl,,gen,f
quod,adv,quod,,,,,,,,,
aiunt,v,aio,imperf,praes,finite,active,ind,pl,3,,
clivo,n,clivo,,,,,,sg,,abl,m
laborare,v,laboro,imperf,praes,infinitive,active,,,,,
mundatis,v,mundo,perf,past,participle,passive,,pl,,nom,m
ad,adp,ad,,,,,,,,,
symphoniam,n,symphoniam,,,,,,sg,,acc,f
mensis,n,mensis,,,,,,sg,,gen,m
tres,num,tres,,,,,,pl,,nom,m
albi,adi,albus,,,,,,pl,,nom,m
sues,n,sues,,,,,,pl,,nom,m
in,adp,in,,,,,,,,,
triclinium,n,triclinium,,,,,,sg,,acc,n
adducti,v,adduco,perf,past,participle,passive,,pl,,nom,m
sunt,aux,sum,,praes,finite,active,ind,pl,3,,
capistris,n,capister,,,,,,pl,,nom,m
tintinnabulis,n,tintinnabus,,,,,,pl,,abl,n
culti,v,cuor,perf,past,participle,passive,,pl,,nom,m
quorum,pron,qui,,,,,,pl,,gen,m
unum,num,unus,,,,,,sg,,acc,n
bimum,adi,bimus,,,,,,sg,,acc,n
nomenculator,n,nomenculator,,,,,,sg,,nom,m
esse,aux,sum,,praes,infinitive,active,,,,,
dicebat,v,dico,imperf,past,finite,active,ind,sg,3,,
alterum,pron,alter,,,,,,sg,,acc,m
trimum,adi,trimus,,,,,,sg,,acc,m
tertium,adi,tertius,,,,,,sg,,acc,m
vero,adv,vero,,,,,,,,,
sexennem,n,sexenn,,,,,,sg,,acc,m
putabam,v,puto,imperf,past,finite,active,ind,sg,1,,
petauristarios,adi,petauristarius,,,,,,pl,,acc,m
intrasse,v,intro,perf,past,infinitive,active,,,,,
porcos,n,porcus,,,,,,pl,,acc,m
sicut,adv,sicut,,,,,,,,,
in,adp,in,,,,,,,,,
circulis,n,circulus,,,,,,pl,,abl,m
mos,adi,mos,,,,,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
portenta,n,portentum,,,,,,pl,,acc,n
aliqua,pron,aliquis,,,,,,pl,,acc,n
facturos,v,facio,imperf,praes,participle,active,,pl,,acc,m
trimalchio,n,trimalchio,,,,,,sg,,abl,m
expectatione,n,expectatio,,,,,,sg,,abl,f
discussa,v,discudo,perf,past,participle,passive,,sg,,abl,f
quem,pron,qui,,,,,,sg,,acc,m
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
eis,pron,is,,,,,,pl,,dat,m
vultis,v,vultis,imperf,praes,finite,active,ind,pl,2,,
in,adp,in,,,,,,,,,
cenam,n,coena,,,,,,sg,,acc,f
statim,adv,statim,,,,,,,,,
fieri,v,facio,imperf,praes,infinitive,passive,,,,,
gallum,n,gallum,,,,,,sg,,acc,m
gallinaceum,adi,gallinaceus,,,,,,sg,,acc,m
penthiacum,adi,penthiacus,,,,,,sg,,acc,n
eiusmodi,adv,eiusmodi,,,,,,,,,
nenias,n,nenia,,,,,,pl,,acc,f
rustici,n,rusticus,,,,,,pl,,nom,m
faciunt,v,facio,imperf,praes,finite,active,ind,pl,3,,
mei,adi,meus,,,,,,pl psor,psor,nom,m
coci,n,coc,,,,,,pl,,nom,m
vitulos,n,vitulos,,,,,,pl,,acc,m
aeno,n,aenum,,,,,,sg,,abl,n
coctos,n,coctus,,,,,,pl,,acc,m
solent,v,soleo,imperf,praes,finite,active,ind,pl,3,,
facere,v,facio,imperf,praes,infinitive,active,,,,,
continuoque,adv,continuo,,,,,,,,,
cocum,n,cocus,,,,,,sg,,acc,m
vocari,v,voco,imperf,praes,infinitive,passive,,,,,
iussit,v,iubeo,perf,past,finite,active,ind,sg,3,,
expectata,v,exspecto,perf,past,participle,passive,,sg,,abl,f
electione,n,electio,,,,,,sg,,abl,f
nostra,adi,noster,,,,,,sg psor,psor,abl,f
maximum,adi,magnus,,,,,,sg,,acc,n
natu,n,natus,,,,,,sg,,nom,m
iussit,v,iubeo,perf,past,finite,active,ind,sg,3,,
occidi,v,occido,perf,past,finite,active,ind,sg,1,,
clara,adi,clarus,,,,,,sg,,abl,f
voce,n,vox,,,,,,sg,,abl,f
quota,adi,quotus,,,,,,sg,,abl,f
decuria,adi,decurius,,,,,,sg,,abl,f
es,aux,sum,,praes,finite,active,ind,sg,2,,
ille,pron,ille,,,,,,sg,,nom,m
se,pron,se,,,,,,sg,,acc,m
quadragesima,adi,quadrahes,,,,,,pl,,acc,n
respondisset,v,respondeo,perf,pluperfect,finite,active,coni,sg,3,,
empticius,adi,empticus,,,,,,sg,,nom,m
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
domus,n,domus,,,,,,sg,,gen,f
natus,v,nascor,perf,past,participle,passive,,sg,,nom,m
neutrum,pron,n,,,,,,sg,,acc,n
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
cocus,n,cocus,,,,,,sg,,nom,m
testamento,n,testamentum,,,,,,sg,,abl,n
pansae,v,pango,perf,past,participle,passive,,sg,,gen,f
tibi,pron,tu,,,,,,sg,,dat,m
relictus,v,relinquo,perf,past,participle,passive,,sg,,nom,m
sum,aux,sum,,praes,finite,active,ind,sg,1,,
vide,v,video,imperf,praes,finite,active,imperative,sg,2,,
